EmployeeNumber,Age,Department,JobRole,Cluster,Attrition_Probability,Priority,Num_Actions,Recommendations
1333,44,Research & Development,Laboratory Technician,1,0.7102829644982313,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1360,58,Research & Development,Manufacturing Director,0,0.8671316578731995,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1372,55,Sales,Sales Executive,0,0.8706164172863643,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1379,31,Sales,Sales Representative,1,0.8578859671071523,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1380,35,Sales,Sales Executive,1,0.8187968524262753,URGENT,13, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1389,31,Research & Development,Manufacturing Director,1,0.6425338318080971,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1405,27,Research & Development,Research Scientist,1,0.9583805733772826,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1420,49,Research & Development,Laboratory Technician,1,0.8770648859370148,URGENT,17, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1421,29,Research & Development,Healthcare Representative,0,0.8709936568325558,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1427,31,Sales,Sales Representative,1,0.9915361469676159,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1433,31,Research & Development,Research Scientist,1,0.909965435604521,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1439,25,Sales,Sales Representative,1,0.7782751540356921,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1457,46,Sales,Sales Executive,0,0.7381242081516577,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1458,39,Research & Development,Laboratory Technician,1,0.9401744049607655,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1459,31,Research & Development,Manufacturing Director,0,0.6406738274724564,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1464,31,Research & Development,Laboratory Technician,1,0.9683082998286249,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
1467,34,Human Resources,Human Resources,1,0.7452341646693277,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1486,28,Sales,Sales Representative,1,0.8274836637872826,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1487,29,Sales,Sales Executive,1,0.9400153931710736,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1489,34,Sales,Sales Executive,0,0.9532305023406477,URGENT,17, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1494,24,Research & Development,Laboratory Technician,1,0.9773422617379153,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
1504,28,Research & Development,Laboratory Technician,1,0.9484382368450684,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
1522,29,Research & Development,Research Scientist,1,0.9282469984628499,URGENT,18, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1534,40,Research & Development,Laboratory Technician,1,0.8709088590966121,URGENT,15, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1537,31,Research & Development,Research Scientist,1,0.8383615441989218,URGENT,12, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
1569,35,Research & Development,Laboratory Technician,1,0.9396725836674656,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1572,53,Research & Development,Manufacturing Director,0,0.792499125183909,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1604,28,Research & Development,Laboratory Technician,1,0.9466548779211089,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1624,18,Sales,Sales Representative,1,0.9771246357182861,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1639,35,Sales,Sales Executive,0,0.837662304450798,URGENT,12, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
1645,35,Sales,Sales Executive,1,0.9614705640793354,URGENT,13, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1649,40,Research & Development,Laboratory Technician,1,0.9281207604640797,URGENT,21, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1667,35,Sales,Sales Executive,0,0.93107109069736,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1684,23,Research & Development,Laboratory Technician,1,0.931165560368427,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1691,48,Sales,Sales Representative,0,0.8733624495318751,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
1692,32,Research & Development,Laboratory Technician,1,0.8822071603812223,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1702,23,Sales,Sales Representative,1,0.8117198156860521,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1714,24,Human Resources,Human Resources,1,0.8871973924454335,URGENT,13, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1716,47,Sales,Sales Executive,0,0.9468151262257437,URGENT,15, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1733,36,Sales,Sales Executive,1,0.8619787097891896,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
1734,32,Sales,Sales Executive,1,0.9514102084767162,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1747,30,Human Resources,Human Resources,1,0.8595214969941279,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1752,29,Sales,Sales Representative,1,0.8864246759649952,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1758,33,Sales,Sales Executive,1,0.9254676443863608,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1761,31,Sales,Sales Executive,1,0.8198365672831393,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1767,43,Research & Development,Research Scientist,1,0.9414728220917252,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1780,21,Sales,Sales Representative,1,0.6915057099078936,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1783,22,Research & Development,Laboratory Technician,1,0.9138649560960773,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1792,44,Research & Development,Research Scientist,1,0.6395155434679101,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1797,35,Sales,Sales Executive,0,0.900205850535082,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1809,37,Research & Development,Manufacturing Director,1,0.8092860612170424,URGENT,15, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1818,26,Human Resources,Human Resources,1,0.8850994435059881,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1821,46,Research & Development,Healthcare Representative,0,0.6069499112404128,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1842,31,Human Resources,Human Resources,1,0.8370103308480938,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
1844,29,Human Resources,Human Resources,1,0.9768588450461191,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1862,32,Sales,Sales Executive,1,0.8821099931738433,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
1868,29,Research & Development,Research Scientist,1,0.9772693523701598,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1869,46,Sales,Sales Executive,0,0.683311886440016,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1876,30,Sales,Sales Representative,1,0.9273780396087961,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1878,22,Research & Development,Research Scientist,1,0.9743207904452671,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
1905,34,Research & Development,Research Scientist,1,0.9250040992511042,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
1907,56,Research & Development,Laboratory Technician,1,0.7781720037074089,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1928,29,Sales,Sales Representative,1,0.9742166244151574,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1933,28,Sales,Sales Executive,1,0.9567380360847835,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
1939,32,Research & Development,Research Scientist,1,0.9360041274528782,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
1944,27,Human Resources,Human Resources,1,0.9898890483554813,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1960,28,Research & Development,Laboratory Technician,1,0.8008132579204774,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
1967,31,Sales,Sales Executive,1,0.8604743712425648,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
1968,53,Sales,Sales Executive,1,0.9789325250412418,URGENT,17, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
2023,23,Sales,Sales Representative,1,0.9452515381755304,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
2027,29,Research & Development,Research Scientist,1,0.83985948935785,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
2032,56,Research & Development,Laboratory Technician,0,0.891023574319748,URGENT,15, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
2044,50,Sales,Sales Executive,1,0.6289094582747957,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
